ID GESAC;UF;Cod_IBGE;MunicÍpio;Área;Estabelecimento;Tipologia;Situação;Tipo_Contrato
50028;PA;1505064;Novo Repartimento;Rural;E M E I URSINHOS CARINHOSOS;Escola;Instalado;GESAC
50029;PA;1505403;Ourém;Rural;E M E I F SAO SEBASTIAO;Escola;Instalado;GESAC
50030;PA;1500206;Acará;Rural;E M E I F NOVA ALIANCA;Escola;Instalado;GESAC
50031;PA;1500404;Alenquer;Rural;E M E I F SEMENTINHA DO SABER;Escola;Instalado;GESAC
50032;PA;1508308;Viseu;Rural;E M E F ANIVALDO JUVENIL DO VALE;Escola;Instalado;GESAC
50033;PA;1504752;Mojuí dos Campos;Rural;E M E F ROSALIA NUNES;Escola;Instalado;GESAC
50038;PA;1501501;Benevides;Rural;EMEF PROFESSORA PAULINA RAMOS;Escola;Instalado;GESAC
50039;PA;1508001;Tomé-Açu;Rural;E M E I F SANTO ANTONIO II;Escola;Instalado;GESAC
50040;PA;1500404;Alenquer;Rural;E M E I E F DULCINEIA CAMPOS DOS SANTOS SA;Escola;Instalado;GESAC
50042;PA;1505304;Oriximiná;Rural;EMEIEF HILDA MARIA VIANA DA SILVA;Escola;Instalado;GESAC
50043;PA;1506708;Santana do Araguaia;Rural;EMEF DOZENILDO MENDES;Escola;Instalado;GESAC
50044;PA;1506708;Santana do Araguaia;Rural;E M E F WILSON DA SILVA MOREIRA;Escola;Instalado;GESAC
50045;PA;1500602;Altamira;Rural;EMEIF CACHOEIRA DA SERRA;Escola;Instalado;GESAC
50046;PA;1502954;Eldorado do Carajás;Rural;E M E F CONSTRUINDO CONHECIMENTO ANEXO 1;Escola;Instalado;GESAC
50047;PA;1502756;Concórdia do Pará;Rural;E M E F NOVA INACIA;Escola;Instalado;GESAC
50048;PA;1502756;Concórdia do Pará;Rural;E M E F SAO BENEDITO II;Escola;Instalado;GESAC
50050;PA;1508100;Tucuruí;Rural;E M E F PAULO FREIRE;Escola;Instalado;GESAC
50051;PA;1504406;Marapanim;Rural;EEEM NELSON REBELO;Escola;Instalado;GESAC
50052;PA;1503705;Itupiranga;Rural;EMEIEF SAO FRANCISCO;Escola;Instalado;GESAC
50053;PA;1503606;Itaituba;Rural;EETEPA - ITAITUBA;Escola;Instalado;GESAC
50054;PA;1502905;Curuçá;Rural;E M E F JUPITER MAIA;Escola;Instalado;GESAC
50056;PA;1501782;Breu Branco;Rural;E M E F VEREADOR GELMIREZ LAZARO DA FONSECA;Escola;Instalado;GESAC
50058;AP;1600204;Calçoene;Rural;ESC EST JUVENAL GUIMARAES TEIXEIRA;Escola;Instalado;GESAC
50059;AP;1600501;Oiapoque;Rural;ESC INDIGENA EST JOAO TEODORO FORTE;Escola;Instalado;GESAC
50060;AP;1600501;Oiapoque;Rural;ESC INDIGENA EST MANOEL PRIMO DOS SANTOS;Escola;Instalado;GESAC
50061;AP;1600709;Tartarugalzinho;Rural;ESC EST UAPEZAL;Escola;Instalado;GESAC
50062;AP;1600154;Pedra Branca do Amapari;Rural;ESC EST SETE ILHAS;Escola;Instalado;GESAC
50063;AP;1600154;Pedra Branca do Amapari;Rural;ESC EST JOSE FERNANDES DA SILVA;Escola;Instalado;GESAC
50065;AP;1600212;Cutias;Rural;ESC EST PROF JOSE RIBEIRO PONTES;Escola;Instalado;GESAC
50067;AP;1600303;Macapá;Rural;ESC MUL CAETANO DIAS TOMAZ;Escola;Instalado;GESAC
50068;AP;1600535;Porto Grande;Rural;ESC EST FLORENCA TORRES DE ARAUJO;Escola;Instalado;GESAC
50069;AP;1600600;Santana;Rural;ESC EST ALBERTO SANTOS DUMONT;Escola;Instalado;GESAC
50070;AP;1600600;Santana;Rural;ESC EST FRANCISCO DE OLIVEIRA FILHO;Escola;Instalado;GESAC
50074;AP;1600402;Mazagão;Rural;ESC EST EVILASIO PEDRO DE L FERREIRA;Escola;Instalado;GESAC
50075;AP;1600402;Mazagão;Rural;ESC EST OSMUNDO VALENTE BARRETO;Escola;Instalado;GESAC
50076;AP;1600303;Macapá;Rural;ESC MUL FORTALEZA;Escola;Instalado;GESAC
50078;AP;1600303;Macapá;Rural;ESC MUL CACILDA FERREIRA VASCONCELOS;Escola;Instalado;GESAC
50079;AP;1600303;Macapá;Rural;ESC EST MARIA ANGELICA PEREIRA GOES;Escola;Instalado;GESAC
50080;AP;1600303;Macapá;Rural;ESC BOSQUE DO AMAPA MOD REG DO BAILIQUE;Escola;Instalado;GESAC
50081;AP;1600600;Santana;Rural;ESC MUL RAIMUNDO MONTEIRO BAIA;Escola;Instalado;GESAC
50082;AP;1600600;Santana;Rural;Emeb Leonice Dias Borges;Escola;Pendência na Aceitação (Remanejamento);GESAC
50083;AP;1600501;Oiapoque;Rural;ESC INDIGENA MUL KUMARUMA;Escola;Instalado;GESAC
50084;AP;1600303;Macapá;Rural;ESC EST PROF JACINTA MARIA RODRIGUES DE CARVALHO;Escola;Instalado;GESAC
50085;AP;1600303;Macapá;Rural;ESC MUL EDUC INF LUZIA COSTA DA SILVA;Escola;Instalado;GESAC
50086;AP;1600303;Macapá;Rural;ESC MUL JANICE MELO PALMERIM;Escola;Remanejamento Solicitado;GESAC
50087;TO;1702554;Augustinópolis;Rural;ESCOLA ESTADUAL FAZENDA DEZESSEIS;Escola;Instalado;GESAC
50088;TO;1707405;Esperantina;Rural;ESC EST DR ULISSES GUIMARAES;Escola;Instalado;GESAC
50090;TO;1720101;São Bento do Tocantins;Rural;ESC MUL FILIPE JOSE DA SILVA;Escola;Instalado;GESAC
50092;TO;1702109;Araguaína;Rural;ESCOLA MUNICIPAL JOSE NOGUEIRA;Escola;Instalado;GESAC
50093;TO;1713304;Miranorte;Rural;ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO JOSE;Escola;Instalado;GESAC
50094;TO;1718899;Santa Rita do Tocantins;Rural;ESCOLA MUNICIPAL RURAL MENINO JESUS;Escola;Instalado;GESAC
50097;TO;1718204;Porto Nacional;Rural;ESC EST ALFREDO NASSER;Escola;Instalado;GESAC
50099;TO;1709005;Goiatins;Rural;ESCOLA INDIGENA CROKROC;Escola;Instalado;GESAC
50100;TO;1709005;Goiatins;Rural;ESC MUL GREGORIO DE ASSIS;Escola;Instalado;GESAC
50101;TO;1718758;Rio Sono;Rural;ESCOLA MUNICIPAL BERNARDO GUIMARAES;Escola;Instalado;GESAC
50102;TO;1716208;Paranã;Rural;ESCOLA ESTADUAL FLORESTA;Escola;Instalado;GESAC
50103;TO;1721208;Tocantinópolis;Rural;ESCOLA INDIGENA TEKATOR;Escola;Instalado;GESAC
50105;TO;1720101;São Bento do Tocantins;Rural;ESC EST ANAIDES BRITO DE MIRANDA;Escola;Instalado;GESAC
50106;TO;1703206;Bernardo Sayão;Rural;ESCOLA MUNICIPAL TANCREDO DE ALMEIDA NEVES;Escola;Instalado;GESAC
50107;TO;1713601;Monte do Carmo;Rural;CENTRO ED RURAL BRIGADAS CHE GUEVARA;Escola;Instalado;GESAC
50108;TO;1703073;Barra do Ouro;Rural;ESCOLA MUNICIPAL EUSTAQUIO ANTONIO DE OLIVEIRA;Escola;Instalado;GESAC
50110;TO;1721109;Tocantínia;Rural;CEMIX-CENTRO DE ENSINO MEDIO INDIGENA XERENTE WARA;Escola;Instalado;GESAC
50111;TO;1706001;Couto Magalhães;Rural;ESCOLA MUNICIPAL MARISA LETICIA LULA DA SILVA;Escola;Instalado;GESAC
50113;TO;1716653;Pequizeiro;Rural;ESCOLA MUNICIPAL PAULO FREIRE;Escola;Instalado;GESAC
50114;MA;2100832;Apicum-Açu;Rural;UI RAIMUNDO FERNANDES;Escola;Instalado;GESAC
50115;MA;2100832;Apicum-Açu;Rural;UE DEUSELINA NASCIMENTO;Escola;Instalado;GESAC
50117;MA;2100832;Apicum-Açu;Rural;UI TIBURCIO PEREIRA;Escola;Instalado;GESAC
50118;MA;2101905;Bequimão;Rural;ESCOLA MUNICIPAL PROTAZIA RODRIGUES SOARES;Escola;Instalado;GESAC
50121;MA;2111789;Serrano do Maranhão;Rural;CEF SAGRADO CORACAO;Escola;Instalado;GESAC
50123;MA;2104909;Guimarães;Rural;UNIDADE DE EDUCACAO BASICA ARTUR RAIMUNDO FARIAS;Escola;Instalado;GESAC
50126;MA;2107506;Paço do Lumiar;Rural;UEB GIRASSOL;Escola;Instalado;GESAC
50128;MA;2107506;Paço do Lumiar;Rural;UEB EMMANUEL AROSO;Escola;Instalado;GESAC
50130;MA;2107506;Paço do Lumiar;Rural;UEB LUIS PIRES DA FONSECA;Escola;Instalado;GESAC
50131;MA;2107506;Paço do Lumiar;Rural;UEB OLAVO MELO;Escola;Instalado;GESAC
50133;MA;2107506;Paço do Lumiar;Rural;UEB VER RAIMUNDO ROMUALDO;Escola;Instalado;GESAC
50134;MA;2107506;Paço do Lumiar;Rural;UEB JOSE RAIMUNDO RUBIM;Escola;Instalado;GESAC
50135;MA;2107506;Paço do Lumiar;Rural;UEB MONTEIRO LOBATO;Escola;Instalado;GESAC
50136;MA;2107506;Paço do Lumiar;Rural;UEB O BOM ALUNO;Escola;Instalado;GESAC
50137;MA;2107506;Paço do Lumiar;Rural;UEB VEREADOR JOSE CARLOS COSTA PEREIRA;Escola;Instalado;GESAC
50138;MA;2107506;Paço do Lumiar;Rural;UEB PROF JOSE MARIA RAMOS MARTINS;Escola;Instalado;GESAC
50139;MA;2107506;Paço do Lumiar;Rural;UEB LIBERALINO DE JESUS PEREIRA;Escola;Instalado;GESAC
50140;MA;2107506;Paço do Lumiar;Rural;UEB VILA SAO JOSE;Escola;Instalado;GESAC
50142;MA;2107506;Paço do Lumiar;Rural;UEB BANDEIRA TRIBUZZI;Escola;Instalado;GESAC
50143;MA;2111201;São José de Ribamar;Rural;EM BERNARDO SERGIO DA CUNHA;Escola;Instalado;GESAC
50144;MA;2111201;São José de Ribamar;Rural;EM REUNIDA GOV SARNEY;Escola;Instalado;GESAC
50145;MA;2111201;São José de Ribamar;Rural;EM SANTO ANTONIO;Escola;Instalado;GESAC
50146;MA;2111201;São José de Ribamar;Rural;ESCOLA MUNICIPAL SAO BENEDITO ZR;Escola;Instalado;GESAC
50149;MA;2111201;São José de Ribamar;Rural;ESCOLA MUNICIPAL JOAO GONCALVES DA SILVA;Escola;Instalado;GESAC
50150;MA;2111201;São José de Ribamar;Rural;ESCOLA MUNICIPAL JOSE GREGORIO BOTAO;Escola;Instalado;GESAC
50151;MA;2111201;São José de Ribamar;Rural;EM MENINO JESUS;Escola;Instalado;GESAC
50152;MA;2111201;São José de Ribamar;Rural;EM SAO JOSE;Escola;Instalado;GESAC
50153;MA;2111201;São José de Ribamar;Rural;EM SAO JOSE DOS INDIOS;Escola;Instalado;GESAC
50154;MA;2111201;São José de Ribamar;Rural;E M SILVA RODRIGUES;Escola;Instalado;GESAC
50156;MA;2111201;São José de Ribamar;Rural;EM PARQUE VITORIA;Escola;Instalado;GESAC
50157;MA;2111201;São José de Ribamar;Rural;EM SARNEY FILHO;Escola;Instalado;GESAC
50158;MA;2111201;São José de Ribamar;Rural;EM DUNCHES DE ABRANCHES;Escola;Instalado;GESAC
50159;MA;2111300;São Luís;Rural;UEB DILSON RAMOS BESSA;Escola;Instalado;GESAC
50161;MA;2101103;Axixá;Rural;UNIDADE INTEGRADA MAJOR FONTOURA;Escola;Instalado;GESAC
50163;MA;2101103;Axixá;Rural;UNIDADE INTEGRADA FELIPE BARBOSA DE ANDRADE;Escola;Instalado;GESAC
50164;MA;2105104;Icatu;Rural;EM PROF JOAO DE DEUS PEREIRA;Escola;Instalado;GESAC
50165;MA;2107100;Morros;Rural;EM GREGORIO LOPES DE SOUSA;Escola;Instalado;GESAC
50167;MA;2102374;Cachoeira Grande;Rural;EM DOM PEDRO II;Escola;Instalado;GESAC
50168;MA;2101251;Bacabeira;Rural;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Escola;Instalado;GESAC
50169;MA;2101251;Bacabeira;Rural;U I CONEGO JOSE HEMETERIO;Escola;Instalado;GESAC
50170;MA;2109601;Rosário;Rural;UNIDADE INTEGRADA DEPUTADO IVAR SALDANHA;Escola;Instalado;GESAC
50172;MA;2109601;Rosário;Rural;UNIDADE INTEGRADA NOSSA SENHORA DO ROSARIO;Escola;Instalado;GESAC
50173;MA;2101251;Bacabeira;Rural;U E PE POSSIDONIO MONTEIRO;Escola;Instalado;GESAC
50174;MA;2109601;Rosário;Rural;UNIDADE INTEGRADA SALUSTIANO SANTOS;Escola;Instalado;GESAC
50176;MA;2110203;Santa Rita;Rural;EM CORONEL RICARDO VIEIRA;Escola;Instalado;GESAC
50177;MA;2110203;Santa Rita;Rural;EM ESTEFANIO SALDANHA;Escola;Instalado;GESAC
50179;MA;2110203;Santa Rita;Rural;EM SENHORA SANTANA;Escola;Instalado;GESAC
50180;MA;2110203;Santa Rita;Rural;EM RAUL FERREIRA;Escola;Instalado;GESAC
50181;MA;2110203;Santa Rita;Rural;EM SANTO ANTONIO;Escola;Instalado;GESAC
50183;MA;2101707;Barreirinhas;Rural;UI ARCHER DA SILVA;Escola;Instalado;GESAC
50184;MA;2101707;Barreirinhas;Rural;U E JOSE RAIMUNDO DOS REIS;Escola;Instalado;GESAC
50185;MA;2101707;Barreirinhas;Rural;UE PEDRO ATAIDE II;Escola;Instalado;GESAC
50186;MA;2101707;Barreirinhas;Rural;UI SAO JOSE;Escola;Instalado;GESAC
50187;MA;2101707;Barreirinhas;Rural;UI DOMINGAS VERAS CASTRO;Escola;Instalado;GESAC
50189;MA;2110278;Santo Amaro do Maranhão;Rural;EM DR RAFAEL XAVIER;Escola;Instalado;GESAC
50191;MA;2110278;Santo Amaro do Maranhão;Rural;EM RAIMUNDO DA FONSECA SANTOS;Escola;Instalado;GESAC
50192;MA;2108058;Paulino Neves;Rural;EM AMARO GARCES DE OLIVEIRA;Escola;Instalado;GESAC
50196;MA;2108058;Paulino Neves;Rural;EM OSCAR RODRIGUES;Escola;Instalado;GESAC
50197;MA;2112506;Tutóia;Rural;U I PADRE JOSE DE ANCHIETA;Escola;Instalado;GESAC
50198;MA;2112506;Tutóia;Rural;UI SAO BENEDITO;Escola;Instalado;GESAC
50200;MA;2112506;Tutóia;Rural;UI VIEIRA BARROSO;Escola;Instalado;GESAC
50201;MA;2112506;Tutóia;Rural;COLEGIO DARCY VARGAS;Escola;Instalado;GESAC
50202;MA;2112506;Tutóia;Rural;UI CLEMENTINO RAMOS;Escola;Instalado;GESAC
50203;MA;2112506;Tutóia;Rural;JARDIM DE INFANCIA DR CUNHA MACHADO;Escola;Instalado;GESAC
50204;MA;2112506;Tutóia;Rural;U I PETRONILIA MELO ARAUJO;Escola;Instalado;GESAC
50205;MA;2100709;Anajatuba;Rural;U I PATRICIO BONIFACIO CARDOSO;Escola;Instalado;GESAC
50209;MA;2100709;Anajatuba;Rural;CENTRO DE EDUCACAO QUILOMBOLA ANAJATUBENSE;Escola;Instalado;GESAC
50210;MA;2101004;Arari;Rural;EM JOSE JOAQUIM BATALHA;Escola;Instalado;GESAC
50211;MA;2106904;Monção;Rural;EM ARACY GUSMAO;Escola;Instalado;GESAC
50213;MA;2107605;Palmeirândia;Rural;UNIDADE ESCOLAR DE EDUCACAO BASICA MUNICIPAL LUSO FIGUEIREDO CHAVES;Escola;Instalado;GESAC
50214;MA;2107605;Palmeirândia;Rural;UNIDADE ESCOLAR DE EDUCACAO BASICA MUNICIPAL NOSSA SENHORA DAS GRACAS;Escola;Instalado;GESAC
50216;MA;2107605;Palmeirândia;Rural;ESCOLA MUNICIPAL PROFESSORA RAIMUNDA CRESCENCIA;Escola;Instalado;GESAC
50217;MA;2108306;Penalva;Rural;UE ANTONIO AMARO AIRES;Escola;Instalado;GESAC
50218;MA;2108306;Penalva;Rural;UE GONCALVES DIAS;Escola;Instalado;GESAC
50219;MA;2108306;Penalva;Rural;JI CHAPEUZINHO VERMELHO;Escola;Instalado;GESAC
50220;MA;2108603;Pinheiro;Rural;EM ABRAAO CARDOSO;Escola;Instalado;GESAC
50221;MA;2108603;Pinheiro;Rural;EM AFONSO PAIVA;Escola;Instalado;GESAC
50222;MA;2108603;Pinheiro;Rural;EM ALEXANDRE GOMES;Escola;Instalado;GESAC
50223;MA;2109270;Presidente Sarney;Rural;EM ANTONIO GABRIEL MORAES;Escola;Instalado;GESAC
50224;MA;2108603;Pinheiro;Rural;EM COSTA RODRIGUES;Escola;Instalado;GESAC
50225;MA;2109270;Presidente Sarney;Rural;EM SEBASTIANA DA LUZ SOUSA;Escola;Instalado;GESAC
50226;MA;2108603;Pinheiro;Rural;EM GETULIO VARGAS;Escola;Instalado;GESAC
50227;MA;2108603;Pinheiro;Rural;EM RAIMUNDO CARVALHO;Escola;Instalado;GESAC
50228;MA;2109270;Presidente Sarney;Rural;EM THALES RIBEIRO GONCALVES;Escola;Instalado;GESAC
50229;MA;2108603;Pinheiro;Rural;EM WALTER ABREU;Escola;Instalado;GESAC
50230;MA;2108603;Pinheiro;Rural;COLEGIO CATARINA VELOSO;Escola;Instalado;GESAC
50231;MA;2110500;São Bento;Rural;EM SAO PEDRO;Escola;Instalado;GESAC
50232;MA;2111706;São Vicente Ferrer;Rural;FUND VERA MACIEIRA;Escola;Instalado;GESAC
50233;MA;2112803;Viana;Rural;EM CONCEICAO DE MARIA P GASPAR;Escola;Instalado;GESAC
50234;MA;2112803;Viana;Rural;EM DEP DJALMA CAMPOS;Escola;Instalado;GESAC
50235;MA;2112803;Viana;Rural;EM DEP MAGNO BACELAR;Escola;Instalado;GESAC
50236;MA;2108256;Pedro do Rosário;Rural;UE EVILAZIO MENDES;Escola;Instalado;GESAC
50238;MA;2112803;Viana;Rural;EM MARTINHO AROUCHA DE FREITAS;Escola;Instalado;GESAC
50239;MA;2112803;Viana;Rural;EM PASCOAL POSSIDONIO GOMES;Escola;Instalado;GESAC
50240;MA;2108256;Pedro do Rosário;Rural;UI RAIMUNDO LAZARO PINHEIRO;Escola;Instalado;GESAC
50241;MA;2101772;Bela Vista do Maranhão;Rural;EM BENEDITO BELEZA;Escola;Instalado;GESAC
50242;MA;2101772;Bela Vista do Maranhão;Rural;EM RIZINGA;Escola;Instalado;GESAC
50243;MA;2105401;Itapecuru Mirim;Rural;UEB MARIA DO ROSARIO;Escola;Instalado;GESAC
50244;MA;2105401;Itapecuru Mirim;Rural;UEB BOM JESUS;Escola;Instalado;GESAC
50245;MA;2105401;Itapecuru Mirim;Rural;UEB CORONEL JOSE FIRMINO GOMES;Escola;Instalado;GESAC
50246;MA;2105401;Itapecuru Mirim;Rural;UEB CONEGO JOSE ALBINO CAMPOS;Escola;Instalado;GESAC
50249;MA;2105401;Itapecuru Mirim;Rural;UEB SAO SEBASTIAO;Escola;Instalado;GESAC
50250;MA;2108801;Pirapemas;Rural;UI ANTONIO TEIXEIRA RIBEIRO;Escola;Instalado;GESAC
50251;MA;2112704;Vargem Grande;Rural;EMEB ZENOBIA BARROSO OLIVEIRA;Escola;Instalado;GESAC
50253;MA;2112704;Vargem Grande;Rural;EMEB SAO JOSE;Escola;Instalado;GESAC
50254;MA;2112704;Vargem Grande;Rural;EMEB NOSSA SENHORA DE FATIMA;Escola;Instalado;GESAC
50255;MA;2112704;Vargem Grande;Rural;EMEB TERTULIANO TORQUATO DE MESQUITA;Escola;Instalado;GESAC
50256;MA;2112704;Vargem Grande;Rural;EMEB JOAO ANASTACIO DOS SANTOS;Escola;Instalado;GESAC
50257;MA;2112704;Vargem Grande;Rural;EMEB RAIMUNDA GONCALVES SANTANA;Escola;Instalado;GESAC
50258;MA;2112704;Vargem Grande;Rural;EMEB TERTULIANO ALVES PEREIRA;Escola;Instalado;GESAC
50259;MA;2106375;Maranhãozinho;Rural;ESCOLA MUNICIPAL DA VILA SAO PEDRO;Escola;Instalado;GESAC
50260;MA;2106375;Maranhãozinho;Rural;UI BOM JESUS DA MATA;Escola;Instalado;GESAC
50261;MA;2102903;Carutapera;Rural;EM MARIA IZABEL MAIA CHAGAS;Escola;Instalado;GESAC
50262;MA;2103174;Centro Novo do Maranhão;Rural;CE PEQUENO PRINCIPE;Escola;Instalado;GESAC
50264;MA;2103174;Centro Novo do Maranhão;Rural;CE SANTA LUZIA;Escola;Instalado;GESAC
50265;MA;2103158;Centro do Guilherme;Rural;ESCOLA MUNICIPAL SAO VICENTE;Escola;Instalado;GESAC
50266;MA;2104305;Godofredo Viana;Rural;UNIDADE INTEGRADA DONA IZABEL ANDRADE;Escola;Instalado;GESAC
50267;MA;2112407;Turiaçu;Rural;EM ARTICLINIO GONCALVES;Escola;Instalado;GESAC
50268;MA;2112407;Turiaçu;Rural;EM PE MARIO DALBERTO;Escola;Instalado;GESAC
50269;MA;2112407;Turiaçu;Rural;UI PRES FIGUEIREDO;Escola;Instalado;GESAC
50270;MA;2102150;Brejo de Areia;Rural;UE DEODATO DE FREITAS;Escola;Instalado;GESAC
50271;MA;2102150;Brejo de Areia;Rural;UE JARBAS PASSARINHO;Escola;Instalado;GESAC
50272;MA;2102150;Brejo de Areia;Rural;UE DOM PEDRO II;Escola;Instalado;GESAC
50273;MA;2102150;Brejo de Areia;Rural;UE STA ROSA;Escola;Instalado;GESAC
50274;MA;2102150;Brejo de Areia;Rural;UE PRESIDENTE MEDICI;Escola;Instalado;GESAC
50275;MA;2111029;São João do Carú;Rural;EM ARTUR COSTA E SILVA;Escola;Instalado;GESAC
50276;MA;2102002;Bom Jardim;Rural;EMEB DR MARIO HENRIQUE SIMONSEN;Escola;Instalado;GESAC
50277;MA;2102002;Bom Jardim;Rural;EMEB FRANCISCA GERMANO DE BRITO NEVES;Escola;Instalado;GESAC
50278;MA;2111029;São João do Carú;Rural;EM TOME DE SOUZA;Escola;Instalado;GESAC
50279;MA;2108504;Pindaré-Mirim;Rural;EM AGOSTINHO ZENAIDE SARAIVA;Escola;Instalado;GESAC
50280;MA;2108504;Pindaré-Mirim;Rural;EM EDIANE SILVA;Escola;Instalado;GESAC
50281;MA;2112274;Tufilândia;Rural;EM GRACA ARANHA;Escola;Instalado;GESAC
50282;MA;2108504;Pindaré-Mirim;Rural;EM JARBAS PASSARINHO;Escola;Instalado;GESAC
50283;MA;2108504;Pindaré-Mirim;Rural;E M NOVA BAMBU;Escola;Instalado;GESAC
50284;MA;2108504;Pindaré-Mirim;Rural;EM PRINCESA ISABEL;Escola;Instalado;GESAC
50285;MA;2112274;Tufilândia;Rural;EM COELHO NETO;Escola;Instalado;GESAC
50286;MA;2108504;Pindaré-Mirim;Rural;E M MARIANO DA SILVA BARROSO;Escola;Instalado;GESAC
50287;MA;2108504;Pindaré-Mirim;Rural;EM VEREADOR JOSE MAGALHAES BARBOSA;Escola;Instalado;GESAC
50289;MA;2102325;Buriticupu;Rural;UI FREI CANECA;Escola;Instalado;GESAC
50292;MA;2102325;Buriticupu;Rural;EM JOSE DE ANCHIETA;Escola;Instalado;GESAC
50293;MA;2110005;Santa Luzia;Rural;UE FERNANDO GABEIRA;Escola;Instalado;GESAC
50294;MA;2110005;Santa Luzia;Rural;UI BENEDITO LEITE;Escola;Instalado;GESAC
50295;MA;2110005;Santa Luzia;Rural;UI ALUIZIO DE AZEVEDO;Escola;Instalado;GESAC
50296;MA;2102325;Buriticupu;Rural;UI JOAO LISBOA;Escola;Instalado;GESAC
50297;MA;2113009;Vitorino Freire;Rural;UNIDADE INTEGRADA ALMIRANTE BARROSO;Escola;Instalado;GESAC
50298;MA;2113009;Vitorino Freire;Rural;UNIDADE INTEGRADA DUQUE DE CAXIAS;Escola;Instalado;GESAC
50299;MA;2113009;Vitorino Freire;Rural;UNIDADE INTEGRADA JOSE MACHADO;Escola;Instalado;GESAC
50301;MA;2114007;Zé Doca;Rural;EM IMACULADA CONCEICAO;Escola;Instalado;GESAC
50303;MA;2114007;Zé Doca;Rural;EM RUI BARBOSA;Escola;Instalado;GESAC
50305;MA;2100055;Açailândia;Rural;EM MARIO CABRAL DE MELO;Escola;Instalado;GESAC
50306;MA;2100055;Açailândia;Rural;EM GETULIO VARGAS;Escola;Instalado;GESAC
50308;MA;2103257;Cidelândia;Rural;UNIDADE INTEGRADA MARCAL GALVAO;Escola;Instalado;GESAC
50312;MA;2103257;Cidelândia;Rural;UNIDADE INTEGRADA NOSSA SENHORA DE FATIMA;Escola;Instalado;GESAC
50313;MA;2105302;Imperatriz;Rural;Em Juscelino Kubitschek;Escola;Instalado;GESAC
50315;MA;2104552;Governador Edison Lobão;Rural;CENTRO DE ENSINO FRANCISCO FIIM;Escola;Instalado;GESAC
50318;MA;2101202;Bacabal;Rural;UEF CATULO DA PAIXAO CEARENSE;Escola;Instalado;GESAC
50319;MA;2101202;Bacabal;Rural;UEF RAIMUNDO NONATO DE SOUSA;Escola;Instalado;GESAC
50320;MA;2111631;São Raimundo do Doca Bezerra;Rural;UNIDADE ESCOLAR JOSE RODRIGUES;Escola;Instalado;GESAC
50323;MA;2107407;Olho d'Água das Cunhãs;Rural;ESCOLA MUNICIPAL ARGEMIRA BASTOS;Escola;Instalado;GESAC
50324;MA;2107407;Olho d'Água das Cunhãs;Rural;ESCOLA MUNICIPAL DR CARLOS MAGNO BACELAR;Escola;Instalado;GESAC
50325;MA;2107407;Olho d'Água das Cunhãs;Rural;ESCOLA MUNICIPAL RAIMUNDO CAFE;Escola;Instalado;GESAC
50326;MA;2107407;Olho d'Água das Cunhãs;Rural;ESCOLA MUNICIPAL SANTA TEREZINHA;Escola;Instalado;GESAC
50328;MA;2108702;Pio XII;Rural;UE GONCALVES DIAS;Escola;Instalado;GESAC
50331;MA;2101608;Barra do Corda;Rural;UNIDADE INTEGRADA DE EDUCACAO ESCOLAR INDIGENA SILVANO PEREIRA DA SILVA;Escola;Instalado;GESAC
50332;MA;2104081;Fernando Falcão;Rural;UNIDADE INTEGRADA DE EDUCACAO ESCOLAR INDIGENA MOISES KANELA;Escola;Instalado;GESAC
50333;MA;2105476;Jenipapo dos Vieiras;Rural;UNIDADE INTEGRADA DE EDUCACAO ESCOLAR INDIGENA WAZAY W YZARA;Escola;Instalado;GESAC
50334;MA;2101608;Barra do Corda;Rural;UI ISMAEL MOUSSALEM SALOMAO - CENTRO DOS RAMOS;Escola;Instalado;GESAC
50335;MA;2101608;Barra do Corda;Rural;UI HUMBERTO DE CAMPOS - AGROVILA BOA SORTE;Escola;Instalado;GESAC
50338;MA;2101608;Barra do Corda;Rural;UI SIDNEY MILHOMEM - CAJAZEIRA BR;Escola;Instalado;GESAC
50340;MA;2104800;Grajaú;Rural;EM GIANNA BERETTA MOLLA;Escola;Instalado;GESAC
50341;MA;2104099;Formosa da Serra Negra;Rural;EM MARTINS DE OLIVEIRA;Escola;Instalado;GESAC
50343;MA;2105609;Joselândia;Rural;EM DR JOAO MARANHAO;Escola;Instalado;GESAC
50344;MA;2105609;Joselândia;Rural;EM PROF ROSILDA TEIXEIRA;Escola;Instalado;GESAC
50346;MA;2111805;Sítio Novo;Rural;ESCOLA MUNICIPAL CORONEL JOAO PEREIRA;Escola;Instalado;GESAC
50347;MA;2111805;Sítio Novo;Rural;ESCOLA MUNICIPAL JOANA PEREIRA BEZERRA;Escola;Instalado;GESAC
50349;MA;2111805;Sítio Novo;Rural;ESCOLA MUNICIPAL JUAREZ PORTILHO DA FONSECA;Escola;Instalado;GESAC
50350;MA;2111805;Sítio Novo;Rural;ESCOLA MUNICIPAL HILSE VIANA;Escola;Instalado;GESAC
50351;MA;2111805;Sítio Novo;Rural;ESCOLA MUNICIPAL PROFª DINAIR DE CARVALHO;Escola;Instalado;GESAC
50352;MA;2112308;Tuntum;Rural;EM MARIA DA CONSOLACAO BILIO CHAVES;Escola;Instalado;GESAC
50353;MA;2109759;Santa Filomena do Maranhão;Rural;EM FERREIRA NETO;Escola;Instalado;GESAC
